code,fund_type,name,today,net_value,accumulative_value,rate_day,rate_recent_week,rate_recent_month,rate_recent_3month,rate_recent_6month,rate_recent_year,rate_recent_2year,rate_recent_3year,rate_from_this_year,rate_from_begin,rate_buy,url
630015,hh,华商大盘量化精选混合,2021-11-12,3.108,3.788,0.39,3.6,17.19,7.62,41.66,53.56,136.53,168.86,36.86,356.24,0.15%,http://fund.eastmoney.com/630015.html
270028,hh,广发制造业精选混合A,2021-11-12,7.373,7.373,1.18,3.73,17.16,3.44,46.06,45.25,185.78,295.97,33.33,637.3,0.15%,http://fund.eastmoney.com/270028.html
007163,hh,浦银安盛环保新能源A,2021-11-12,2.9105,2.9105,1.67,3.69,17.16,8.19,62.86,75.09,191.9,,50.77,191.05,0.15%,http://fund.eastmoney.com/007163.html
001143,hh,华商量化进取混合,2021-11-12,1.811,1.811,0.67,3.49,17.14,6.28,28.9,28.17,111.32,181.21,19.46,81.1,0.15%,http://fund.eastmoney.com/001143.html
590008,hh,中邮战略新兴产业混合,2021-11-12,7.816,7.816,0.08,4.21,17.13,2.6,42.16,46.01,111.76,162.81,26.41,681.6,0.15%,http://fund.eastmoney.com/590008.html
010023,hh,广发制造业精选混合C,2021-11-12,7.342,7.342,1.19,3.73,17.13,3.35,45.79,44.7,,,32.89,49.62,0.00%,http://fund.eastmoney.com/010023.html
530001,hh,建信恒久价值混合,2021-11-12,1.8947,5.5574,0.81,2.3,17.12,10.84,44.76,63.44,188.4,259.2,39.33,1118.8,0.15%,http://fund.eastmoney.com/530001.html
007164,hh,浦银安盛环保新能源C,2021-11-12,2.8769,2.8769,1.66,3.68,17.12,8.09,62.57,74.47,189.54,,50.32,187.69,0.00%,http://fund.eastmoney.com/007164.html
000756,gp,建信潜力新蓝筹股票,2021-11-12,3.644,3.644,2.19,1.9,17.02,17.4,41.68,65.41,170.93,205.96,50.77,264.4,0.15%,http://fund.eastmoney.com/000756.html
004890,hh,中邮健康文娱混合,2021-11-12,2.9363,2.9363,0.02,4.4,17.01,2.59,42.81,52.8,164.72,263.85,35.4,193.63,0.15%,http://fund.eastmoney.com/004890.html
009491,gp,宝盈创新驱动股票A,2021-11-12,1.4682,1.4682,0.25,4.0,16.99,9.72,44.47,43.77,,,31.21,46.82,0.15%,http://fund.eastmoney.com/009491.html
009492,gp,宝盈创新驱动股票C,2021-11-12,1.459,1.459,0.25,4.0,16.94,9.58,44.1,43.05,,,30.64,45.9,0.00%,http://fund.eastmoney.com/009492.html
001225,hh,中邮趋势精选灵活配置混合,2021-11-12,1.015,1.015,0.0,4.21,16.94,2.53,42.36,50.15,107.14,124.56,32.85,1.5,0.15%,http://fund.eastmoney.com/001225.html
162202,hh,泰达宏利周期混合,2021-11-12,4.0745,6.1195,1.86,2.35,16.92,9.32,66.95,90.75,215.0,278.28,58.63,2100.42,0.15%,http://fund.eastmoney.com/162202.html
005628,gp,汇安趋势动力股票A,2021-11-12,1.8993,1.8993,0.27,5.14,16.88,10.0,49.74,52.41,79.74,95.22,36.74,89.93,0.15%,http://fund.eastmoney.com/005628.html
001790,gp,国泰智能汽车股票A,2021-11-12,3.311,3.311,0.36,2.83,16.87,7.33,58.95,71.2,274.12,347.43,44.08,231.1,0.15%,http://fund.eastmoney.com/001790.html
000823,hh,银华高端制造业混合,2021-11-12,1.942,1.942,0.78,1.46,16.85,9.53,32.38,38.71,122.71,173.91,27.76,94.2,0.15%,http://fund.eastmoney.com/000823.html
005629,gp,汇安趋势动力股票C,2021-11-12,1.8607,1.8607,0.26,5.13,16.83,9.87,49.37,51.66,77.96,92.2,36.16,86.07,0.00%,http://fund.eastmoney.com/005629.html
005634,hh,汇安行业龙头混合,2021-11-12,2.7001,2.7001,0.31,5.1,16.83,11.45,68.94,83.02,171.89,,60.58,170.01,0.15%,http://fund.eastmoney.com/005634.html
000729,gp,建信中小盘先锋股票A,2021-11-12,4.088,4.088,1.89,1.74,16.83,20.16,50.79,77.51,210.64,251.81,61.84,308.8,0.15%,http://fund.eastmoney.com/000729.html
007463,hh,东海科技动力C,2021-11-12,2.1056,2.1056,1.34,2.55,16.76,3.05,17.36,20.04,97.58,,11.67,110.56,0.00%,http://fund.eastmoney.com/007463.html
002482,hh,宝盈互联网沪港深混合,2021-11-12,3.78,3.78,0.29,4.02,16.74,6.99,39.23,38.51,150.83,270.23,25.75,278.0,0.15%,http://fund.eastmoney.com/002482.html
007439,hh,东海科技动力A,2021-11-12,2.1431,2.1431,1.34,2.54,16.74,2.89,17.2,20.05,100.03,,11.59,114.31,0.15%,http://fund.eastmoney.com/007439.html
008811,hh,鹏华科技创新混合,2021-11-12,1.7654,1.7654,1.89,5.64,16.71,4.95,23.19,35.76,,,15.74,76.54,0.15%,http://fund.eastmoney.com/008811.html
009968,hh,金鹰内需成长混合A,2021-11-12,1.561,1.7133,1.66,2.81,16.71,7.27,48.5,73.64,,,56.5,76.1,0.15%,http://fund.eastmoney.com/009968.html
501019,gp,国泰国证航天军工指数,2021-11-12,1.5917,1.5917,3.04,6.56,16.68,8.7,44.86,44.54,107.71,147.08,19.33,59.17,0.12%,http://fund.eastmoney.com/501019.html
009969,hh,金鹰内需成长混合C,2021-11-12,1.5474,1.6977,1.66,2.79,16.63,7.05,47.91,72.26,,,55.42,74.38,0.00%,http://fund.eastmoney.com/009969.html
001097,gp,华泰柏瑞积极优选股票,2021-11-12,1.165,1.165,2.19,5.05,16.62,5.72,37.06,38.2,81.75,120.64,26.08,16.5,0.15%,http://fund.eastmoney.com/001097.html
002179,hh,华安事件驱动量化策略混合,2021-11-12,2.091,2.091,0.1,2.85,16.56,6.68,39.87,55.46,133.11,195.76,39.59,109.1,0.15%,http://fund.eastmoney.com/002179.html
005962,gp,宝盈人工智能股票A,2021-11-12,3.5958,3.5958,0.24,3.54,16.54,8.3,42.56,37.79,138.94,258.5,27.72,259.58,0.15%,http://fund.eastmoney.com/005962.html
210004,hh,金鹰稳健成长混合,2021-11-12,2.905,3.635,0.97,3.05,16.53,9.29,36.51,49.28,137.14,203.87,35.05,387.68,0.15%,http://fund.eastmoney.com/210004.html
002595,gp,博时工业4.0主题股票,2021-11-12,2.678,2.678,1.06,6.74,16.49,4.04,23.41,29.25,100.0,168.88,13.33,167.8,0.15%,http://fund.eastmoney.com/002595.html
005963,gp,宝盈人工智能股票C,2021-11-12,3.5032,3.5032,0.24,3.52,16.47,8.09,41.99,36.68,135.11,250.0,26.83,250.32,0.00%,http://fund.eastmoney.com/005963.html
005802,gp,汇添富智能制造股票,2021-11-12,2.2414,2.2414,0.92,3.29,16.47,2.83,41.57,38.08,99.08,140.29,31.91,124.14,0.15%,http://fund.eastmoney.com/005802.html
010128,gp,宝盈发展新动能股票A,2021-11-12,1.5172,1.5172,0.19,3.78,16.42,8.03,46.01,49.14,,,38.04,51.72,0.15%,http://fund.eastmoney.com/010128.html
010129,gp,宝盈发展新动能股票C,2021-11-12,1.5088,1.5088,0.19,3.78,16.37,7.89,45.65,48.4,,,37.45,50.88,0.00%,http://fund.eastmoney.com/010129.html
000584,hh,新华鑫益灵活配置混合C,2021-11-12,6.8651,6.8651,1.34,-0.92,16.31,10.9,61.73,65.7,182.17,264.2,47.19,586.51,0.00%,http://fund.eastmoney.com/000584.html
002148,hh,国寿安保稳惠混合,2021-11-12,2.399,2.6916,1.04,1.67,16.3,4.4,30.38,25.35,126.64,180.42,12.26,206.87,0.10%,http://fund.eastmoney.com/002148.html
000966,hh,中邮核心科技创新灵活配置混合,2021-11-12,2.044,2.044,1.19,3.55,16.2,6.07,35.99,42.74,115.38,151.11,25.32,104.4,0.15%,http://fund.eastmoney.com/000966.html
007460,hh,华安成长创新混合,2021-11-12,2.3777,2.3777,0.79,5.19,16.14,10.96,26.78,46.41,105.4,,43.81,137.77,0.15%,http://fund.eastmoney.com/007460.html
168002,hh,国寿安保策略精选混合(LOF),2021-11-12,2.9115,2.9615,1.03,2.03,16.11,5.83,38.02,29.95,141.36,218.3,16.38,205.19,0.15%,http://fund.eastmoney.com/168002.html
001513,hh,易方达信息产业混合,2021-11-12,3.165,3.165,0.6,4.7,16.1,2.86,43.86,34.97,105.65,199.72,28.4,216.5,0.15%,http://fund.eastmoney.com/001513.html
001866,hh,北信瑞丰新成长,2021-11-12,2.085,2.125,1.56,1.12,16.09,6.16,20.1,52.3,111.25,132.18,37.08,116.64,0.08%,http://fund.eastmoney.com/001866.html
040015,hh,华安动态灵活配置混合A,2021-11-12,5.102,5.715,2.0,5.74,16.09,7.75,78.33,87.71,185.03,292.46,67.88,685.92,0.15%,http://fund.eastmoney.com/040015.html
001322,hh,东吴新趋势价值线混合,2021-11-12,1.3945,1.3945,-0.21,1.57,16.01,7.4,56.97,54.36,149.02,205.81,40.35,39.45,0.15%,http://fund.eastmoney.com/001322.html
002620,hh,中邮未来新蓝筹混合,2021-11-12,3.808,3.808,1.85,5.43,15.99,9.05,46.35,48.46,151.52,253.9,28.56,280.8,0.15%,http://fund.eastmoney.com/002620.html
009885,hh,新华景气行业混合A,2021-11-12,1.3883,1.3883,1.25,-1.19,15.99,10.94,53.93,38.41,,,34.11,38.83,0.15%,http://fund.eastmoney.com/009885.html
160421,hh,华安智增精选混合,2021-11-12,3.0841,3.0841,1.34,1.59,15.98,3.76,51.69,64.68,145.12,286.67,50.44,208.41,0.15%,http://fund.eastmoney.com/160421.html
001924,hh,华夏国企改革混合,2021-11-12,2.193,2.193,0.73,5.79,15.97,4.08,38.01,40.13,130.36,194.76,23.48,119.3,0.15%,http://fund.eastmoney.com/001924.html
009886,hh,新华景气行业混合C,2021-11-12,1.3805,1.3805,1.25,-1.2,15.95,10.8,53.54,37.71,,,33.52,38.05,0.00%,http://fund.eastmoney.com/009886.html
000209,hh,信诚新兴产业混合A,2021-11-12,5.5982,5.5982,-0.06,3.04,15.93,8.22,82.77,149.47,328.65,427.63,93.51,459.82,0.15%,http://fund.eastmoney.com/000209.html
005904,hh,华泰保兴成长优选A,2021-11-12,3.0108,3.0108,1.32,7.86,15.9,2.85,23.56,37.84,121.25,225.25,23.56,201.05,0.15%,http://fund.eastmoney.com/005904.html
005905,hh,华泰保兴成长优选C,2021-11-12,2.9648,2.9648,1.31,7.85,15.84,2.69,23.18,37.01,119.76,221.39,22.92,196.45,0.00%,http://fund.eastmoney.com/005905.html
001471,hh,融通新能源灵活配置混合,2021-11-12,3.171,3.291,1.63,3.73,15.81,6.48,62.37,60.64,150.28,251.55,46.6,252.67,0.15%,http://fund.eastmoney.com/001471.html
000698,hh,宝盈科技30混合,2021-11-12,4.307,4.307,-0.28,3.61,15.69,8.52,51.92,48.11,139.41,237.27,36.56,330.7,0.15%,http://fund.eastmoney.com/000698.html
001808,hh,银华互联网主题灵活配置混合,2021-11-12,2.553,2.553,1.51,1.88,15.68,8.32,44.65,51.15,171.6,289.77,28.68,155.3,0.15%,http://fund.eastmoney.com/001808.html
519767,hh,交银科技创新灵活配置混合,2021-11-12,2.701,2.711,2.47,6.0,15.67,5.76,38.8,42.38,115.56,181.65,24.87,172.78,0.15%,http://fund.eastmoney.com/519767.html
000126,hh,招商安润混合,2021-11-12,4.3362,4.6802,0.9,3.62,15.65,6.07,52.3,77.58,234.63,320.17,58.87,482.79,0.15%,http://fund.eastmoney.com/000126.html
003593,hh,国泰景气行业灵活配置混合,2021-11-12,1.2649,2.5442,1.01,4.41,15.6,4.74,39.47,55.79,134.68,242.34,32.7,224.66,0.15%,http://fund.eastmoney.com/003593.html
001188,gp,鹏华改革红利股票,2021-11-12,1.571,1.571,0.45,4.18,15.6,5.08,18.48,28.14,67.31,109.75,14.42,57.1,0.15%,http://fund.eastmoney.com/001188.html
000409,gp,鹏华环保产业股票,2021-11-12,6.228,6.228,0.45,3.37,15.59,10.25,64.63,71.38,266.14,328.63,49.39,522.8,0.15%,http://fund.eastmoney.com/000409.html
001298,hh,金鹰民族新兴混合,2021-11-12,4.461,4.461,-0.07,4.33,15.57,7.47,72.17,121.39,287.91,403.5,94.97,346.1,0.15%,http://fund.eastmoney.com/001298.html
310358,hh,申万菱信新经济混合,2021-11-12,1.9303,3.5629,1.14,4.39,15.55,15.87,46.69,73.58,159.76,203.57,57.99,468.64,0.15%,http://fund.eastmoney.com/310358.html
006154,hh,华安制造先锋混合A,2021-11-12,4.4343,4.4343,2.11,5.63,15.44,5.36,78.35,87.52,187.12,,65.7,343.43,0.15%,http://fund.eastmoney.com/006154.html
210005,hh,金鹰主题优势混合,2021-11-12,2.828,2.828,1.25,4.24,15.43,8.81,32.65,40.84,96.94,200.53,26.42,182.8,0.15%,http://fund.eastmoney.com/210005.html
001224,hh,中邮新思路灵活配置混合,2021-11-12,3.915,3.915,1.45,4.46,15.42,5.21,37.32,42.31,144.99,263.85,26.82,291.5,0.15%,http://fund.eastmoney.com/001224.html
501057,gp,汇添富中证新能源汽车A,2021-11-12,3.3802,3.3802,0.19,2.7,15.4,5.38,68.29,92.47,294.98,321.05,58.18,238.02,0.12%,http://fund.eastmoney.com/501057.html
501058,gp,汇添富中证新能源汽车C,2021-11-12,3.3472,3.3472,0.19,2.7,15.38,5.31,68.07,91.99,293.0,317.93,57.83,234.72,0.00%,http://fund.eastmoney.com/501058.html
310368,hh,申万菱信竞争优势混合,2021-11-12,3.123,4.139,0.61,5.21,15.38,6.49,49.86,72.3,151.49,232.84,54.28,539.44,0.15%,http://fund.eastmoney.com/310368.html
000404,hh,易方达新兴成长灵活配置,2021-11-12,5.972,5.972,-0.22,2.68,15.38,3.92,37.86,40.15,140.13,245.2,28.32,497.2,0.15%,http://fund.eastmoney.com/000404.html
164905,gp,交银国证新能源指数(LOF)A,2021-11-12,1.7095,1.7954,0.22,2.15,15.34,9.32,61.5,73.2,193.37,199.9,50.95,79.54,0.12%,http://fund.eastmoney.com/164905.html
001476,gp,中银智能制造股票A,2021-11-12,2.414,2.414,0.84,2.64,15.23,9.28,52.88,66.6,246.34,353.76,49.94,141.4,0.15%,http://fund.eastmoney.com/001476.html
519089,hh,新华优选成长混合,2021-11-12,3.385,4.7416,1.44,-1.15,15.19,9.91,55.35,60.38,168.14,239.6,42.48,790.82,0.15%,http://fund.eastmoney.com/519089.html
003961,hh,易方达瑞程灵活配置混合A,2021-11-12,3.8221,3.8221,1.97,4.51,15.14,5.82,22.11,28.12,149.48,300.47,21.11,282.21,0.06%,http://fund.eastmoney.com/003961.html
000969,hh,前海开源大安全混合,2021-11-12,2.503,2.503,2.37,6.24,15.13,3.13,17.73,34.57,139.29,174.75,23.79,150.3,0.15%,http://fund.eastmoney.com/000969.html
003962,hh,易方达瑞程灵活配置混合C,2021-11-12,3.8421,3.8421,1.97,4.51,15.12,5.77,21.99,27.87,148.49,303.88,20.9,284.21,0.00%,http://fund.eastmoney.com/003962.html
001809,hh,中信建投智信物联网A,2021-11-12,2.97,2.97,1.01,4.28,15.04,8.5,52.99,62.06,165.3,262.06,42.83,197.0,0.15%,http://fund.eastmoney.com/001809.html
001448,hh,华商双翼平衡混合,2021-11-12,1.805,1.805,1.4,3.62,15.04,12.18,41.79,48.44,55.6,69.01,39.27,80.5,0.12%,http://fund.eastmoney.com/001448.html
519091,hh,新华泛资源优势混合,2021-11-12,8.1005,8.1005,1.12,-1.04,15.02,10.24,52.69,58.34,162.41,222.09,40.95,710.05,0.15%,http://fund.eastmoney.com/519091.html
005161,gp,华商上游产业股票,2021-11-12,2.2233,2.2233,1.21,2.31,15.01,6.63,34.37,56.61,141.27,181.39,38.6,122.33,0.15%,http://fund.eastmoney.com/005161.html
000924,hh,宝盈先进制造混合A,2021-11-12,3.662,3.974,-0.11,2.32,15.01,11.95,38.98,64.14,192.84,348.77,42.21,364.12,0.15%,http://fund.eastmoney.com/000924.html
004636,hh,中信建投智信物联网C,2021-11-12,3.0607,3.0607,1.02,4.28,15.0,8.39,52.69,61.41,163.2,257.89,42.34,206.07,0.00%,http://fund.eastmoney.com/004636.html
007449,hh,兴全多维价值混合A,2021-11-12,2.0497,2.0497,1.78,5.83,14.92,11.08,27.45,33.98,100.81,,28.0,104.97,0.15%,http://fund.eastmoney.com/007449.html
007579,hh,宝盈先进制造混合C,2021-11-12,3.598,3.803,-0.11,2.3,14.92,11.7,38.38,62.81,188.23,,41.26,252.8,0.00%,http://fund.eastmoney.com/007579.html
002190,hh,农银新能源主题,2021-11-12,4.731,4.731,0.48,2.61,14.87,14.55,86.17,111.85,427.72,480.63,69.63,373.1,0.15%,http://fund.eastmoney.com/002190.html
007450,hh,兴全多维价值混合C,2021-11-12,2.0184,2.0184,1.78,5.82,14.86,10.91,27.06,33.18,98.41,,27.34,101.84,0.00%,http://fund.eastmoney.com/007450.html
001606,hh,农银工业4.0混合,2021-11-12,5.3365,5.3365,0.59,2.96,14.81,11.31,69.68,91.16,345.01,443.87,52.68,433.65,0.15%,http://fund.eastmoney.com/001606.html
000696,gp,汇添富环保行业股票,2021-11-12,3.216,3.216,0.22,2.52,14.78,6.38,55.74,64.92,201.97,237.46,43.7,221.6,0.15%,http://fund.eastmoney.com/000696.html
009147,gp,建信新能源行业股票,2021-11-12,2.9148,2.9148,0.65,1.66,14.77,11.72,79.18,110.14,,,68.62,191.48,0.15%,http://fund.eastmoney.com/009147.html
519704,hh,交银先进制造混合,2021-11-12,5.5637,6.6907,2.02,5.46,14.73,8.36,34.54,50.88,161.08,251.83,32.2,831.08,0.15%,http://fund.eastmoney.com/519704.html
006270,hh,汇安核心成长混合A,2021-11-12,1.8761,1.8761,0.64,4.68,14.68,5.78,39.17,43.99,99.67,,29.75,87.61,0.15%,http://fund.eastmoney.com/006270.html
202027,hh,南方高端装备灵活配置混合A,2021-11-12,4.555,4.93,1.49,4.0,14.68,3.45,39.17,61.3,163.75,255.58,41.2,505.45,0.15%,http://fund.eastmoney.com/202027.html
000739,hh,平安新鑫先锋A,2021-11-12,3.103,3.103,2.17,5.44,14.67,11.74,53.61,69.75,188.92,239.5,52.63,210.3,0.12%,http://fund.eastmoney.com/000739.html
161028,gp,富国中证新能源汽车指数(LOF)A,2021-11-12,1.634,1.693,0.25,2.51,14.67,5.69,63.4,86.72,274.75,319.26,54.01,149.13,0.12%,http://fund.eastmoney.com/161028.html
001515,hh,平安新鑫先锋C,2021-11-12,3.011,3.011,2.17,5.46,14.66,11.68,53.31,69.16,186.76,235.3,52.15,69.83,0.00%,http://fund.eastmoney.com/001515.html
007346,hh,易方达科技创新混合,2021-11-12,2.9652,2.9652,-0.13,2.87,14.65,4.97,34.18,40.05,161.46,,25.24,196.52,0.15%,http://fund.eastmoney.com/007346.html
005669,gp,前海开源公用事业股票,2021-11-12,3.409,3.409,0.74,2.16,14.6,9.89,116.57,157.36,224.57,257.79,105.19,240.9,0.15%,http://fund.eastmoney.com/005669.html
005207,hh,南方高端装备灵活配置混合C,2021-11-12,4.415,4.79,1.49,3.98,14.59,3.25,38.62,59.96,159.55,247.36,40.2,179.61,0.00%,http://fund.eastmoney.com/005207.html
006271,hh,汇安核心成长混合C,2021-11-12,1.8271,1.8271,0.64,4.67,14.59,5.57,38.61,42.84,96.46,,28.85,82.71,0.00%,http://fund.eastmoney.com/006271.html
040005,hh,华安宏利混合,2021-11-12,10.7811,11.4011,1.29,1.85,14.57,2.44,48.77,54.65,110.23,217.69,45.86,1269.93,0.15%,http://fund.eastmoney.com/040005.html
004812,gp,中欧先进制造股票A,2021-11-12,3.8642,3.8642,0.23,1.19,14.56,6.53,54.57,75.32,276.19,371.82,43.14,286.42,0.15%,http://fund.eastmoney.com/004812.html
470028,hh,汇添富社会责任混合,2021-11-12,2.704,2.704,0.93,2.97,14.53,4.12,20.55,19.7,70.28,119.12,14.09,170.4,0.15%,http://fund.eastmoney.com/470028.html
001858,hh,建信鑫利灵活配置混合,2021-11-12,3.1681,3.1681,0.93,1.87,14.49,5.94,45.01,65.01,209.14,263.56,41.02,216.81,0.15%,http://fund.eastmoney.com/001858.html
004813,gp,中欧先进制造股票C,2021-11-12,3.8272,3.8272,0.23,1.18,14.48,6.31,53.94,73.93,271.86,369.42,42.15,282.72,0.00%,http://fund.eastmoney.com/004813.html
008177,gp,建信高股息主题股票,2021-11-12,1.6607,2.1382,0.65,2.8,14.43,7.68,35.0,53.63,,,29.61,125.72,0.15%,http://fund.eastmoney.com/008177.html
007802,hh,兴全合泰混合A,2021-11-12,2.0664,2.0664,1.19,3.3,14.42,3.22,27.05,42.36,104.84,,26.59,106.64,0.15%,http://fund.eastmoney.com/007802.html
010282,hh,中信建投智享生活混合A,2021-11-12,1.3575,1.3575,0.9,4.18,14.41,9.2,40.14,35.75,,,35.34,35.75,0.15%,http://fund.eastmoney.com/010282.html
040001,hh,华安创新混合,2021-11-12,1.423,6.65,1.57,4.33,14.39,8.38,33.87,42.87,90.23,142.73,29.84,717.96,0.15%,http://fund.eastmoney.com/040001.html
010283,hh,中信建投智享生活混合C,2021-11-12,1.352,1.352,0.9,4.18,14.38,9.09,39.87,35.2,,,34.89,35.2,0.00%,http://fund.eastmoney.com/010283.html
007803,hh,兴全合泰混合C,2021-11-12,2.0409,2.0409,1.18,3.29,14.37,3.07,26.67,41.51,102.39,,25.93,104.09,0.00%,http://fund.eastmoney.com/007803.html
002634,hh,华宝未来主导混合A,2021-11-12,1.8,1.8,-0.06,3.03,14.36,10.29,46.82,35.24,114.29,175.65,36.78,80.0,0.15%,http://fund.eastmoney.com/002634.html
009067,gp,国泰中证新能源汽车ETF联接A,2021-11-12,3.0547,3.0547,0.3,2.42,14.36,5.65,61.9,85.73,,,54.42,205.47,0.10%,http://fund.eastmoney.com/009067.html
009068,gp,国泰中证新能源汽车ETF联接C,2021-11-12,3.0405,3.0405,0.3,2.42,14.33,5.57,61.65,85.18,,,54.01,204.05,0.00%,http://fund.eastmoney.com/009068.html
002083,hh,新华鑫动力灵活配置混合A,2021-11-12,3.6129,3.6129,0.75,1.77,14.28,6.26,69.37,96.25,254.55,384.3,55.39,261.29,0.10%,http://fund.eastmoney.com/002083.html
630005,hh,华商动态阿尔法混合,2021-11-12,2.298,2.738,0.48,2.86,14.27,5.17,23.35,24.28,96.75,124.13,17.07,219.84,0.15%,http://fund.eastmoney.com/630005.html
002084,hh,新华鑫动力灵活配置混合C,2021-11-12,3.5911,3.5911,0.75,1.77,14.27,6.23,69.28,96.02,253.8,383.32,55.26,259.11,0.00%,http://fund.eastmoney.com/002084.html
004332,hh,恒生沪港深新兴产业精选混合,2021-11-12,2.2926,2.2926,1.12,1.11,14.22,3.44,44.88,50.01,116.94,163.91,35.21,129.26,0.15%,http://fund.eastmoney.com/004332.html
006251,gp,银华兴盛股票,2021-11-12,2.4902,2.4902,1.57,1.84,14.22,7.82,37.72,48.39,145.99,,25.54,149.02,0.15%,http://fund.eastmoney.com/006251.html
001702,hh,东方创新科技混合,2021-11-12,2.9887,2.9887,0.48,2.45,14.19,8.09,46.23,55.22,211.55,325.07,35.58,198.87,0.15%,http://fund.eastmoney.com/001702.html
310328,hh,申万菱信新动力混合,2021-11-12,1.0314,4.2755,1.08,3.68,14.18,6.31,26.69,36.06,103.88,184.15,26.24,818.04,0.15%,http://fund.eastmoney.com/310328.html
008640,hh,方正富邦科技创新A,2021-11-12,2.6518,2.6518,-0.14,2.43,14.17,6.0,58.83,84.14,,,52.82,165.18,0.15%,http://fund.eastmoney.com/008640.html
160805,hh,长盛同智优势混合(LOF),2021-11-12,1.75,3.3806,0.5,2.69,14.15,6.85,54.24,61.12,135.61,171.05,44.99,230.6,0.15%,http://fund.eastmoney.com/160805.html
001534,hh,华宝万物互联混合,2021-11-12,1.888,1.888,1.02,3.74,14.15,4.66,30.66,32.68,114.55,169.71,18.22,88.8,0.15%,http://fund.eastmoney.com/001534.html
008641,hh,方正富邦科技创新C,2021-11-12,2.6385,2.6385,-0.14,2.43,14.14,5.92,58.58,83.59,,,52.42,163.85,0.00%,http://fund.eastmoney.com/008641.html
001811,hh,中欧明睿新常态混合A,2021-11-12,3.6701,3.9211,0.13,2.48,14.11,6.75,50.54,75.43,167.7,282.89,56.71,349.85,0.15%,http://fund.eastmoney.com/001811.html
000928,hh,中融国企改革混合,2021-11-12,2.156,2.156,0.7,2.62,14.07,2.42,18.2,26.3,101.12,140.09,12.88,115.6,0.15%,http://fund.eastmoney.com/000928.html
003145,gp,中融竞争优势,2021-11-12,2.2221,2.2221,1.75,3.33,14.04,3.23,27.73,46.78,157.46,247.04,34.01,122.21,0.15%,http://fund.eastmoney.com/003145.html
