code,fund_type,name,today,net_value,accumulative_value,rate_day,rate_recent_week,rate_recent_month,rate_recent_3month,rate_recent_6month,rate_recent_year,rate_recent_2year,rate_recent_3year,rate_from_this_year,rate_from_begin,rate_buy,url
005765,hh,中欧明睿新常态混合C,2021-11-12,3.5977,3.7647,0.13,2.47,14.03,6.54,49.9,74.05,163.37,273.39,55.61,236.95,0.00%,http://fund.eastmoney.com/005765.html
001156,hh,申万菱信新能源汽车混合,2021-11-12,3.018,3.608,0.27,2.76,13.97,7.94,62.34,84.59,294.96,372.11,51.49,264.94,0.15%,http://fund.eastmoney.com/001156.html
000336,hh,农银研究精选混合,2021-11-12,5.653,5.653,0.52,2.71,13.96,10.87,66.39,89.01,344.98,456.78,54.04,465.3,0.15%,http://fund.eastmoney.com/000336.html
006573,hh,人保行业轮动混合A,2021-11-12,1.8907,1.8907,0.92,4.97,13.92,2.55,24.54,24.35,70.81,,17.16,89.07,0.15%,http://fund.eastmoney.com/006573.html
006879,hh,华安智能生活混合A,2021-11-12,2.6416,2.6416,0.88,6.3,13.88,11.71,20.46,37.7,84.47,,35.95,164.16,0.15%,http://fund.eastmoney.com/006879.html
006250,hh,上投摩根动力精选混合A,2021-11-12,3.8832,3.8832,0.27,3.18,13.88,5.54,69.36,82.01,258.16,,52.4,288.32,0.15%,http://fund.eastmoney.com/006250.html
006574,hh,人保行业轮动混合C,2021-11-12,1.8624,1.8624,0.92,4.96,13.87,2.43,24.23,23.74,69.36,,16.66,86.24,0.00%,http://fund.eastmoney.com/006574.html
000264,hh,博时内需增长混合A,2021-11-12,1.985,1.735,0.92,4.25,13.75,2.64,34.49,39.49,99.9,143.26,16.01,94.04,0.15%,http://fund.eastmoney.com/000264.html
001749,gp,招商中国机遇股票,2021-11-12,2.683,2.683,0.68,4.85,13.69,6.85,31.65,38.8,160.23,232.88,21.62,168.3,0.15%,http://fund.eastmoney.com/001749.html
009644,hh,东方阿尔法优势产业混合A,2021-11-12,2.4166,2.4166,0.58,2.32,13.68,9.06,87.17,129.65,,,84.15,141.66,0.15%,http://fund.eastmoney.com/009644.html
003501,hh,泰达睿智稳健混合A,2021-11-12,1.5277,1.8278,1.08,3.85,13.68,9.7,45.04,56.84,100.86,135.2,44.52,89.48,0.15%,http://fund.eastmoney.com/003501.html
162208,gp,泰达宏利首选企业股票,2021-11-12,2.25,3.4283,1.3,1.85,13.65,4.15,31.7,44.63,129.65,246.86,24.88,466.47,0.15%,http://fund.eastmoney.com/162208.html
009645,hh,东方阿尔法优势产业混合C,2021-11-12,2.4003,2.4003,0.58,2.31,13.64,8.93,86.72,128.53,,,83.37,140.03,0.00%,http://fund.eastmoney.com/009645.html
160225,gp,国泰国证新能源汽车指数,2021-11-12,2.5003,2.5003,0.58,2.8,13.63,3.79,51.97,70.12,227.87,246.93,43.42,147.52,0.12%,http://fund.eastmoney.com/160225.html
007474,gp,华夏创成长ETF联接A,2021-11-12,2.7748,2.7748,0.08,3.88,13.47,3.78,22.83,46.76,148.08,,26.78,177.48,0.12%,http://fund.eastmoney.com/007474.html
008186,hh,淳厚信睿混合A,2021-11-12,2.0056,2.0056,1.29,4.56,13.47,8.79,16.1,33.32,,,20.45,100.56,0.12%,http://fund.eastmoney.com/008186.html
001487,hh,宝盈优势产业混合A,2021-11-12,3.6862,3.8362,1.81,4.5,13.46,3.67,44.95,101.87,166.54,309.12,90.21,320.06,0.15%,http://fund.eastmoney.com/001487.html
007475,gp,华夏创成长ETF联接C,2021-11-12,2.7488,2.7488,0.08,3.87,13.43,3.68,22.58,46.17,146.11,,26.34,174.88,0.00%,http://fund.eastmoney.com/007475.html
008187,hh,淳厚信睿混合C,2021-11-12,1.9882,1.9882,1.29,4.55,13.42,8.65,15.81,32.65,,,19.93,98.82,0.00%,http://fund.eastmoney.com/008187.html
009402,hh,交银启明混合A,2021-11-12,1.7731,1.7731,1.87,5.2,13.39,8.17,35.26,55.95,,,33.34,77.31,0.15%,http://fund.eastmoney.com/009402.html
007306,hh,华泰柏瑞基本面智选A,2021-11-12,3.3031,3.3031,1.38,3.2,13.32,5.7,36.19,63.29,175.4,,36.49,230.31,0.15%,http://fund.eastmoney.com/007306.html
000592,gp,建信改革红利股票,2021-11-12,6.803,6.803,0.8,1.81,13.31,7.51,43.61,58.36,200.88,293.01,37.82,580.3,0.15%,http://fund.eastmoney.com/000592.html
007307,hh,华泰柏瑞基本面智选C,2021-11-12,3.2694,3.2694,1.38,3.19,13.3,5.64,36.02,62.89,174.51,,36.19,226.94,0.00%,http://fund.eastmoney.com/007307.html
112002,hh,易方达策略成长二号混合,2021-11-12,1.382,3.817,1.25,4.86,13.09,2.83,24.54,25.56,66.67,108.86,20.64,402.96,0.20%,http://fund.eastmoney.com/112002.html
009189,hh,华宝成长策略混合,2021-11-12,1.7406,1.7406,0.84,4.05,13.08,6.31,30.27,40.37,,,23.25,74.06,0.15%,http://fund.eastmoney.com/009189.html
001071,hh,华安媒体互联网混合A,2021-11-12,3.211,3.211,1.07,6.18,13.06,11.07,19.37,35.03,81.21,203.78,34.46,221.1,0.15%,http://fund.eastmoney.com/001071.html
010363,hh,信达澳银匠心臻选两年持有期混合,2021-11-12,1.7081,1.7081,1.39,4.29,13.05,13.91,54.97,70.86,,,54.76,70.81,1.50%,http://fund.eastmoney.com/010363.html
009049,hh,易方达高端制造混合,2021-11-12,2.158,2.158,1.62,3.44,13.05,5.61,41.87,50.55,,,37.54,115.8,0.15%,http://fund.eastmoney.com/009049.html
001000,hh,中欧明睿新起点混合,2021-11-12,2.582,2.582,-0.27,3.2,13.05,2.5,29.29,43.05,135.58,249.39,24.13,158.2,0.15%,http://fund.eastmoney.com/001000.html
673060,hh,西部利得景瑞灵活配置混合A,2021-11-12,3.166,3.261,1.15,1.93,13.03,10.39,51.85,67.69,156.56,329.83,53.91,240.86,0.06%,http://fund.eastmoney.com/673060.html
007277,hh,恒生前海消费升级混合,2021-11-12,1.5011,1.5011,0.48,0.13,13.02,4.45,15.91,22.82,,,6.57,50.11,0.15%,http://fund.eastmoney.com/007277.html
009258,hh,西部利得景瑞灵活配置混合C,2021-11-12,3.148,3.243,1.16,1.94,12.99,10.3,51.56,67.09,,,53.34,150.44,0.00%,http://fund.eastmoney.com/009258.html
005815,hh,农银汇理睿选灵活配置混合,2021-11-12,3.1812,3.1812,0.67,2.67,12.97,4.82,47.08,44.86,169.16,283.14,32.9,218.12,0.15%,http://fund.eastmoney.com/005815.html
009055,hh,圆信永丰大湾区A,2021-11-12,1.8708,1.8708,0.17,4.4,12.96,6.31,29.71,47.62,,,30.96,87.08,0.15%,http://fund.eastmoney.com/009055.html
002681,hh,金鹰元和灵活配置混合A,2021-11-12,1.5637,2.3387,1.35,3.51,12.94,12.38,27.65,57.62,149.56,168.82,31.23,158.39,0.12%,http://fund.eastmoney.com/002681.html
009056,hh,圆信永丰大湾区C,2021-11-12,1.852,1.852,0.16,4.4,12.92,6.2,29.43,46.76,,,30.35,85.2,0.00%,http://fund.eastmoney.com/009056.html
002682,hh,金鹰元和灵活配置混合C,2021-11-12,1.5185,2.2735,1.35,3.5,12.89,12.22,27.23,56.65,146.59,163.8,30.52,149.67,0.00%,http://fund.eastmoney.com/002682.html
001951,hh,金鹰改革红利混合,2021-11-12,3.635,3.635,-0.22,3.62,12.89,4.97,45.81,100.61,235.64,309.35,65.23,263.5,0.15%,http://fund.eastmoney.com/001951.html
000458,hh,英大领先回报混合发起式,2021-11-12,1.6972,2.3572,0.74,2.61,12.88,8.27,36.42,37.0,89.08,110.44,33.36,197.99,0.12%,http://fund.eastmoney.com/000458.html
005037,gp,银华新能源新材料A,2021-11-12,2.4555,2.4555,0.49,2.54,12.86,5.88,61.59,89.38,231.91,263.89,57.7,145.53,0.15%,http://fund.eastmoney.com/005037.html
005038,gp,银华新能源新材料C,2021-11-12,2.4119,2.4119,0.49,2.54,12.83,5.78,61.28,88.64,229.27,259.29,57.17,141.17,0.00%,http://fund.eastmoney.com/005038.html
000531,hh,东吴阿尔法混合,2021-11-12,2.2245,2.2245,0.89,4.83,12.8,3.85,30.73,33.61,82.04,112.87,19.98,122.45,0.15%,http://fund.eastmoney.com/000531.html
009808,hh,易方达创新成长混合,2021-11-12,1.2763,1.2763,-0.09,2.89,12.74,2.46,26.39,27.3,,,18.29,27.63,0.15%,http://fund.eastmoney.com/009808.html
000431,hh,鹏华品牌传承混合,2021-11-12,4.213,4.295,0.84,3.46,12.71,2.56,32.03,42.28,157.68,300.09,29.0,355.69,0.15%,http://fund.eastmoney.com/000431.html
006377,hh,广发趋势动力混合,2021-11-12,2.1585,2.1585,1.78,3.23,12.67,5.52,19.37,34.36,87.13,,25.63,115.85,0.15%,http://fund.eastmoney.com/006377.html
040035,hh,华安逆向策略混合A,2021-11-12,7.921,8.301,1.4,3.95,12.64,5.22,30.15,43.84,150.9,272.75,28.71,1023.23,0.15%,http://fund.eastmoney.com/040035.html
007074,hh,国寿安保新蓝筹混合,2021-11-12,1.9192,1.9192,1.12,3.59,12.64,3.23,24.73,33.48,91.84,,29.97,91.92,0.15%,http://fund.eastmoney.com/007074.html
210003,hh,金鹰行业优势混合,2021-11-12,3.7874,4.1774,1.26,3.06,12.64,4.4,63.37,87.03,221.73,305.72,65.91,416.4,0.15%,http://fund.eastmoney.com/210003.html
001410,gp,信达澳银新能源产业股票,2021-11-12,5.577,5.639,1.03,3.76,12.55,5.09,60.67,55.39,187.03,351.21,51.14,483.86,0.15%,http://fund.eastmoney.com/001410.html
519702,hh,交银趋势混合A,2021-11-12,4.5649,5.0649,1.45,3.22,12.55,12.05,50.01,68.7,185.31,295.92,70.65,563.05,0.15%,http://fund.eastmoney.com/519702.html
001694,hh,华安沪港深外延增长混合,2021-11-12,4.844,4.919,1.38,4.02,12.55,5.86,24.27,33.37,157.93,311.55,21.31,409.2,0.15%,http://fund.eastmoney.com/001694.html
001270,hh,英大灵活配置混合型发起式A,2021-11-12,1.8133,2.0633,0.68,2.25,12.54,6.65,32.9,25.39,69.57,113.09,25.33,128.27,0.10%,http://fund.eastmoney.com/001270.html
007777,hh,中邮研究精选混合,2021-11-12,1.6312,1.9229,1.65,4.47,12.53,8.43,40.97,38.64,103.9,,21.7,104.61,0.15%,http://fund.eastmoney.com/007777.html
009511,hh,信达澳银研究优选混合,2021-11-12,1.6131,1.6131,1.05,3.72,12.51,5.36,64.22,58.63,,,55.27,61.31,0.15%,http://fund.eastmoney.com/009511.html
001271,hh,英大灵活配置混合型发起式B,2021-11-12,1.7304,1.9804,0.67,2.24,12.49,6.51,32.56,24.76,68.12,108.54,24.79,119.24,0.00%,http://fund.eastmoney.com/001271.html
003751,hh,万家瑞隆混合,2021-11-12,2.6758,2.6758,1.97,6.26,12.48,12.43,37.06,75.57,145.98,206.44,58.07,167.58,0.15%,http://fund.eastmoney.com/003751.html
550002,hh,中信保诚精萃成长混合,2021-11-12,1.0814,4.466,0.77,2.42,12.46,5.8,31.38,51.98,142.52,208.26,37.55,913.51,0.15%,http://fund.eastmoney.com/550002.html
001877,gp,宝盈国家安全沪港深股票A,2021-11-12,1.7997,1.7997,1.87,5.09,12.45,7.57,46.08,67.57,114.25,147.21,59.83,79.97,0.15%,http://fund.eastmoney.com/001877.html
000124,hh,华宝服务优选混合,2021-11-12,4.655,4.955,0.43,3.35,12.44,3.44,39.92,43.72,155.49,213.47,25.17,407.9,0.15%,http://fund.eastmoney.com/000124.html
470098,hh,汇添富逆向投资混合,2021-11-12,4.597,5.166,0.81,3.4,12.42,4.95,24.31,35.44,126.79,189.85,29.42,543.96,0.15%,http://fund.eastmoney.com/470098.html
009931,hh,淳厚欣享一年持有期混合A,2021-11-12,1.352,1.352,1.3,4.61,12.4,8.53,15.55,31.74,,,19.43,35.2,0.12%,http://fund.eastmoney.com/009931.html
004925,gp,长信低碳环保行业量化股票A,2021-11-12,3.0125,3.0125,0.21,1.7,12.38,8.07,74.02,93.9,256.72,290.93,60.41,201.25,0.15%,http://fund.eastmoney.com/004925.html
009939,hh,淳厚欣享一年持有期混合C,2021-11-12,1.3442,1.3442,1.3,4.61,12.35,8.39,15.26,31.08,,,18.92,34.42,0.00%,http://fund.eastmoney.com/009939.html
005825,gp,申万菱信智能驱动股票,2021-11-12,4.0254,4.0254,1.47,3.98,12.35,8.53,41.16,66.09,187.82,320.85,45.44,302.54,0.15%,http://fund.eastmoney.com/005825.html
320006,hh,诺安灵活配置混合,2021-11-12,4.4,4.98,2.14,3.0,12.27,5.9,30.8,58.73,120.0,132.93,28.24,635.48,0.18%,http://fund.eastmoney.com/320006.html
519773,hh,交银数据产业灵活配置混合,2021-11-12,2.447,2.447,1.07,3.38,12.25,3.16,21.92,25.62,116.17,244.65,18.73,144.7,0.15%,http://fund.eastmoney.com/519773.html
002296,hh,长城行业轮动混合A,2021-11-12,2.7451,2.7451,0.6,1.83,12.21,5.01,78.3,104.45,134.1,156.7,89.4,174.51,0.15%,http://fund.eastmoney.com/002296.html
164304,gp,新华中证环保产业指数,2021-11-12,1.7739,1.7739,0.68,2.57,12.19,12.1,57.96,79.72,163.63,167.39,56.43,103.62,0.10%,http://fund.eastmoney.com/164304.html
001229,hh,德邦福鑫灵活配置混合A,2021-11-12,2.2887,2.2887,0.71,1.91,12.17,7.15,42.29,57.88,134.16,130.81,43.64,128.87,0.15%,http://fund.eastmoney.com/001229.html
000601,hh,华宝创新优选混合,2021-11-12,3.163,3.503,0.48,3.43,12.16,3.1,38.67,41.08,170.57,290.98,23.07,280.62,0.15%,http://fund.eastmoney.com/000601.html
006199,hh,长盛同锦研究精选混合,2021-11-12,1.6925,1.6925,3.54,7.64,12.15,14.4,18.67,23.17,61.34,,17.89,69.25,0.15%,http://fund.eastmoney.com/006199.html
002106,hh,德邦福鑫灵活配置混合C,2021-11-12,2.2465,2.2465,0.71,1.9,12.15,7.08,42.1,57.49,132.97,129.45,43.33,120.7,0.00%,http://fund.eastmoney.com/002106.html
008445,gp,融通产业趋势先锋股票,2021-11-12,1.5641,1.5641,1.01,3.46,12.15,3.98,35.73,35.06,,,27.01,56.41,0.15%,http://fund.eastmoney.com/008445.html
160634,gp,鹏华中证环保产业指数(LOF),2021-11-12,1.846,1.315,0.71,2.56,12.15,11.61,61.08,81.51,166.93,178.07,57.51,40.65,0.12%,http://fund.eastmoney.com/160634.html
006257,gp,信达澳银先进智造股票型,2021-11-12,3.4242,3.4242,1.02,3.72,12.11,5.44,60.55,56.04,183.53,,51.35,242.42,0.15%,http://fund.eastmoney.com/006257.html
007202,hh,天弘优质成长企业,2021-11-12,2.4137,2.4137,0.56,4.23,12.11,7.38,41.29,52.74,138.32,,34.93,141.37,0.15%,http://fund.eastmoney.com/007202.html
001166,gp,建信环保产业股票,2021-11-12,1.808,1.808,0.67,0.61,12.09,7.81,44.29,62.59,173.94,205.92,39.61,80.8,0.15%,http://fund.eastmoney.com/001166.html
000697,gp,汇添富移动互联股票,2021-11-12,2.293,2.293,0.61,2.5,12.07,2.27,17.71,18.87,86.57,145.24,10.56,129.3,0.15%,http://fund.eastmoney.com/000697.html
165313,hh,建信优势动力混合(LOF),2021-11-12,3.646,3.646,0.89,1.56,11.98,3.76,21.98,35.49,129.74,208.46,21.82,264.6,0.15%,http://fund.eastmoney.com/165313.html
163114,gp,申万菱信中证环保产业指数(LOF)A,2021-11-12,1.8975,3.1777,0.67,2.58,11.97,11.43,58.52,84.03,183.51,204.36,58.63,176.85,0.12%,http://fund.eastmoney.com/163114.html
010419,gp,申万菱信中证环保产业指数(LOF)C,2021-11-12,1.8447,1.8447,0.67,2.57,11.96,11.35,58.29,83.52,,,58.22,84.47,0.00%,http://fund.eastmoney.com/010419.html
160642,hh,鹏华增瑞混合(LOF),2021-11-12,2.2627,2.2627,2.6,5.33,11.94,6.43,29.13,39.99,114.72,160.38,31.21,126.27,0.15%,http://fund.eastmoney.com/160642.html
630016,hh,华商价值共享混合发起式,2021-11-12,4.714,5.074,0.32,1.75,11.94,2.19,31.79,41.39,125.77,220.9,25.11,495.17,0.15%,http://fund.eastmoney.com/630016.html
210008,hh,金鹰策略配置混合,2021-11-12,3.5758,4.1758,-0.2,3.08,11.92,3.91,48.66,89.39,233.5,278.19,58.2,413.22,0.15%,http://fund.eastmoney.com/210008.html
001128,hh,宝盈新兴产业混合A,2021-11-12,1.2112,1.2112,1.77,3.62,11.91,2.53,39.86,41.5,93.17,153.92,32.23,21.12,0.15%,http://fund.eastmoney.com/001128.html
002085,hh,长盛互联网+混合,2021-11-12,1.654,1.654,3.5,7.54,11.91,14.23,17.14,20.47,56.33,72.29,15.26,65.4,0.15%,http://fund.eastmoney.com/002085.html
009891,gp,融通产业趋势臻选股票,2021-11-12,1.1943,1.1943,1.01,3.44,11.91,3.42,31.89,20.83,,,19.37,19.43,0.15%,http://fund.eastmoney.com/009891.html
007484,hh,信达澳银核心科技混合,2021-11-12,2.7404,2.7404,1.02,3.58,11.86,5.91,60.37,55.62,167.64,,51.22,174.04,0.15%,http://fund.eastmoney.com/007484.html
400015,hh,东方新能源汽车混合,2021-11-12,4.6576,5.1176,0.13,2.6,11.85,3.55,74.98,106.43,327.77,354.89,65.9,521.02,0.15%,http://fund.eastmoney.com/400015.html
007527,hh,融通量化多策略混合A,2021-11-12,2.179,2.179,1.05,3.23,11.84,2.62,28.09,25.38,114.43,,15.45,117.9,0.15%,http://fund.eastmoney.com/007527.html
001064,gp,广发中证环保ETF联接A,2021-11-12,1.3704,1.3704,0.66,2.53,11.82,10.63,54.66,74.2,155.67,165.79,51.02,37.04,0.12%,http://fund.eastmoney.com/001064.html
002984,gp,广发中证环保ETF联接C,2021-11-12,1.3534,1.3534,0.66,2.53,11.81,10.58,54.52,73.85,154.64,164.23,50.76,80.12,0.00%,http://fund.eastmoney.com/002984.html
420005,hh,天弘周期策略混合,2021-11-12,3.015,3.386,1.31,5.57,11.79,14.2,25.68,39.91,112.62,150.83,30.86,309.96,0.15%,http://fund.eastmoney.com/420005.html
007528,hh,融通量化多策略混合C,2021-11-12,2.1546,2.1546,1.05,3.21,11.79,2.49,27.76,24.75,112.25,,14.94,115.46,0.00%,http://fund.eastmoney.com/007528.html
001662,hh,创金合信沪港深精选混合,2021-11-12,2.061,2.061,-0.1,2.74,11.77,2.74,22.39,29.14,97.04,120.19,14.06,106.1,0.15%,http://fund.eastmoney.com/001662.html
007343,hh,嘉实科技创新混合,2021-11-12,2.7485,2.7485,0.27,5.29,11.74,5.52,22.77,31.71,140.4,,19.2,174.85,0.15%,http://fund.eastmoney.com/007343.html
002577,hh,南方新兴混合,2021-11-12,1.866,1.866,0.76,2.47,11.74,3.15,20.78,29.85,97.04,180.6,17.43,86.6,0.15%,http://fund.eastmoney.com/002577.html
006392,hh,中信保诚创新成长混合,2021-11-12,3.772,3.772,0.8,2.45,11.7,5.71,38.73,68.25,225.59,,49.1,277.2,0.15%,http://fund.eastmoney.com/006392.html
000279,hh,华商红利优选混合,2021-11-12,1.06,2.617,0.28,2.61,11.7,3.72,19.28,21.03,82.76,112.57,14.52,335.7,0.15%,http://fund.eastmoney.com/000279.html
000066,hh,诺安鸿鑫混合,2021-11-12,2.1737,3.0678,0.43,2.66,11.67,4.92,22.38,41.86,84.04,102.2,33.14,206.78,0.15%,http://fund.eastmoney.com/000066.html
163822,hh,中银主题策略混合,2021-11-12,4.358,4.458,0.95,2.4,11.66,4.33,29.43,37.3,131.81,223.05,29.74,353.48,0.15%,http://fund.eastmoney.com/163822.html
070021,hh,嘉实主题新动力混合,2021-11-12,4.252,4.252,0.83,2.53,11.63,2.98,31.28,33.75,129.59,231.15,31.72,325.2,0.15%,http://fund.eastmoney.com/070021.html
000985,gp,嘉实逆向策略股票,2021-11-12,2.862,2.862,0.85,2.58,11.62,3.25,32.62,36.87,132.87,230.48,34.43,186.2,0.15%,http://fund.eastmoney.com/000985.html
010114,hh,华宝新兴成长混合,2021-11-12,1.3099,1.3099,0.57,3.39,11.62,3.23,31.52,28.62,,,18.95,30.99,0.15%,http://fund.eastmoney.com/010114.html
001892,hh,长盛新兴成长混合,2021-11-12,2.02,2.02,3.48,7.39,11.6,13.1,16.83,21.98,87.21,106.97,15.89,102.0,0.15%,http://fund.eastmoney.com/001892.html
001220,hh,民生加银研究精选混合,2021-11-12,2.01,2.01,0.25,1.77,11.6,2.6,30.52,40.56,131.3,209.23,20.58,101.0,0.15%,http://fund.eastmoney.com/001220.html
000586,gp,景顺长城中小创精选股票,2021-11-12,2.899,2.899,1.83,4.43,11.54,5.0,31.89,28.56,86.07,125.95,21.15,189.9,0.15%,http://fund.eastmoney.com/000586.html
001880,hh,长城中国智造灵活配置混合A,2021-11-12,2.8143,2.8143,2.1,1.58,11.51,2.27,35.1,39.51,141.67,204.64,21.12,181.43,0.15%,http://fund.eastmoney.com/001880.html
005136,hh,华安幸福生活混合,2021-11-12,3.5329,3.5329,1.28,2.63,11.5,4.3,37.0,55.07,192.0,327.4,39.36,253.29,0.15%,http://fund.eastmoney.com/005136.html
004351,hh,汇丰晋信珠三角区域发展混合,2021-11-12,1.9308,1.9308,1.43,3.25,11.5,7.21,32.59,37.55,86.93,119.66,12.43,93.08,0.15%,http://fund.eastmoney.com/004351.html
519935,gp,长信创新驱动股票,2021-11-12,2.226,2.226,-0.27,3.78,11.47,5.4,29.42,27.86,79.95,118.45,19.55,122.6,0.15%,http://fund.eastmoney.com/519935.html
007261,hh,融通消费升级混合,2021-11-12,2.2815,2.3115,0.95,3.2,11.44,2.19,30.26,31.35,126.05,,19.39,135.0,0.15%,http://fund.eastmoney.com/007261.html
001852,hh,融通中国风1号灵活配置混合A/B,2021-11-12,3.281,3.311,0.98,3.24,11.41,2.21,29.28,21.61,93.46,213.37,13.96,237.54,0.15%,http://fund.eastmoney.com/001852.html
673141,hh,西部利得景程混合A,2021-11-12,1.4043,1.4043,0.16,3.73,11.37,7.82,25.56,19.22,24.99,38.19,19.51,40.43,0.08%,http://fund.eastmoney.com/673141.html
673143,hh,西部利得景程混合C,2021-11-12,1.4008,1.4008,0.16,3.73,11.37,7.81,25.52,19.12,24.74,38.0,19.42,40.08,0.00%,http://fund.eastmoney.com/673143.html
007012,hh,湘财长顺混合发起式A,2021-11-12,1.2655,2.01,1.66,3.82,11.26,9.51,20.21,29.11,129.4,,23.92,132.03,0.15%,http://fund.eastmoney.com/007012.html
007137,gp,鹏扬元合量化大盘A,2021-11-12,1.9521,1.9521,1.37,4.13,11.26,4.4,26.37,44.13,90.1,,27.01,95.21,0.15%,http://fund.eastmoney.com/007137.html
001457,hh,华商新常态混合,2021-11-12,1.544,2.287,1.38,3.9,11.24,6.85,35.23,53.28,170.22,259.41,38.54,177.97,0.15%,http://fund.eastmoney.com/001457.html
005840,hh,富国产业驱动混合,2021-11-12,3.5014,3.5014,1.16,3.19,11.23,4.74,29.37,38.25,151.52,,26.56,250.14,0.15%,http://fund.eastmoney.com/005840.html
007013,hh,湘财长顺混合发起式C,2021-11-12,1.2622,1.9869,1.66,3.82,11.22,9.39,19.92,28.48,126.63,,23.39,128.28,0.00%,http://fund.eastmoney.com/007013.html
007138,gp,鹏扬元合量化大盘C,2021-11-12,1.8881,1.8881,1.37,4.11,11.19,4.18,25.86,42.97,85.4,,26.13,88.81,0.00%,http://fund.eastmoney.com/007138.html
001827,hh,富国研究优选沪港深混合,2021-11-12,3.439,3.439,1.21,3.3,11.15,6.87,34.07,49.39,157.22,224.74,35.18,243.9,0.15%,http://fund.eastmoney.com/001827.html
001887,hh,中欧价值智选混合E,2021-11-12,5.9449,6.2949,1.77,3.74,11.09,6.6,17.24,47.05,155.09,232.45,45.98,287.2,0.15%,http://fund.eastmoney.com/001887.html
166019,hh,中欧价值智选混合A,2021-11-12,5.387,5.707,1.77,3.74,11.09,6.6,17.24,47.05,155.11,231.94,45.98,534.63,0.15%,http://fund.eastmoney.com/166019.html
005630,hh,华安研究精选混合A,2021-11-12,3.0387,3.28,1.42,2.57,11.04,3.24,32.09,52.59,160.79,313.55,31.71,239.73,0.15%,http://fund.eastmoney.com/005630.html
004235,hh,中欧价值智选混合C,2021-11-12,5.1355,5.1355,1.77,3.72,11.02,6.38,16.77,45.91,151.26,224.13,44.99,195.69,0.00%,http://fund.eastmoney.com/004235.html
005474,hh,泰康均衡优选混合A,2021-11-12,2.2307,2.2307,0.79,3.02,11.01,4.48,14.03,20.88,98.67,172.27,11.03,123.07,0.15%,http://fund.eastmoney.com/005474.html
000547,hh,建信健康民生混合,2021-11-12,6.884,6.884,0.7,2.39,10.98,7.48,30.18,53.59,154.87,271.51,41.56,588.4,0.15%,http://fund.eastmoney.com/000547.html
