code,fund_type,name,today,net_value,accumulative_value,rate_day,rate_recent_week,rate_recent_month,rate_recent_3month,rate_recent_6month,rate_recent_year,rate_recent_2year,rate_recent_3year,rate_from_this_year,rate_from_begin,rate_buy,url
002168,gp,嘉实智能汽车股票,2021-11-12,4.719,4.719,0.23,2.7,10.96,4.87,46.1,56.0,195.86,319.09,31.19,371.9,0.15%,http://fund.eastmoney.com/002168.html
001278,hh,前海开源清洁能源混合A,2021-11-12,2.116,2.476,-0.09,1.73,10.96,7.41,25.88,35.04,68.07,144.53,31.59,182.9,0.15%,http://fund.eastmoney.com/001278.html
165516,hh,信诚周期轮动混合(LOF),2021-11-12,6.361,7.5,0.66,3.58,10.95,3.73,38.07,68.02,227.44,358.33,40.85,811.68,0.15%,http://fund.eastmoney.com/165516.html
002360,hh,前海开源清洁能源混合C,2021-11-12,2.108,2.468,-0.09,1.69,10.95,7.39,25.85,34.87,67.7,143.66,31.5,181.76,0.15%,http://fund.eastmoney.com/002360.html
001986,hh,前海开源人工智能主题混合,2021-11-12,2.541,2.541,-0.2,2.54,10.91,6.41,18.13,28.59,114.25,168.32,15.61,154.1,0.15%,http://fund.eastmoney.com/001986.html
160624,hh,鹏华消费领先混合,2021-11-12,4.944,4.596,0.37,2.91,10.85,7.71,24.38,30.45,125.65,243.1,18.65,394.4,0.15%,http://fund.eastmoney.com/160624.html
006526,hh,鹏华优选回报混合A,2021-11-12,2.0645,2.0645,0.52,2.89,10.82,9.46,31.11,38.38,93.54,,25.33,106.45,0.15%,http://fund.eastmoney.com/006526.html
690004,hh,民生加银稳健成长混合,2021-11-12,4.03,4.03,0.5,1.49,10.78,4.27,18.32,29.79,126.15,172.3,14.36,303.0,0.15%,http://fund.eastmoney.com/690004.html
002683,hh,民生加银前沿科技灵活配置混合,2021-11-12,2.296,2.296,0.48,1.37,10.76,4.27,19.83,30.08,114.58,158.85,14.63,129.6,0.15%,http://fund.eastmoney.com/002683.html
001856,hh,易方达环保主题混合,2021-11-12,4.415,4.415,0.85,2.25,10.73,7.63,46.73,59.67,226.31,375.75,41.6,341.5,0.15%,http://fund.eastmoney.com/001856.html
400032,hh,东方主题精选混合,2021-11-12,2.0906,2.0906,2.07,4.5,10.67,9.36,34.7,72.62,221.53,289.89,49.78,109.06,0.15%,http://fund.eastmoney.com/400032.html
005028,hh,鹏华研究精选灵活配置混合,2021-11-12,2.8456,2.8456,0.48,1.41,10.62,5.25,27.21,26.61,135.68,240.63,16.27,184.56,0.15%,http://fund.eastmoney.com/005028.html
001339,hh,兴银鼎新灵活配置混合,2021-11-12,2.314,2.371,0.56,1.18,10.61,8.03,57.84,54.99,151.8,167.82,43.55,143.97,0.05%,http://fund.eastmoney.com/001339.html
660001,hh,农银行业成长混合,2021-11-12,4.1272,4.7272,0.62,2.32,10.6,6.94,21.33,20.92,94.25,126.97,11.34,538.78,0.15%,http://fund.eastmoney.com/660001.html
006478,gp,长盛多因子策略优选,2021-11-12,2.2434,2.3744,0.82,3.76,10.59,4.6,29.16,34.09,110.73,,21.98,141.77,0.15%,http://fund.eastmoney.com/006478.html
002295,hh,广发稳安灵活配置A,2021-11-12,2.2803,2.2803,0.78,3.64,10.58,4.3,25.11,34.06,100.38,110.94,20.45,128.03,0.10%,http://fund.eastmoney.com/002295.html
008604,hh,广发稳安灵活配置C,2021-11-12,2.2623,2.2623,0.78,3.63,10.54,4.19,24.86,33.52,,,20.04,94.41,0.00%,http://fund.eastmoney.com/008604.html
005094,hh,万家臻选混合,2021-11-12,2.9889,2.9889,2.68,12.45,10.49,12.55,54.15,58.1,213.07,264.1,32.65,198.89,0.15%,http://fund.eastmoney.com/005094.html
660004,hh,农银策略价值混合,2021-11-12,4.981,4.981,0.62,2.28,10.46,7.3,21.9,32.02,129.3,197.23,20.12,398.1,0.15%,http://fund.eastmoney.com/660004.html
000534,hh,长盛高端装备混合,2021-11-12,3.846,3.846,0.6,0.39,10.45,5.54,24.83,34.1,141.73,192.25,25.4,284.6,0.15%,http://fund.eastmoney.com/000534.html
002861,gp,工银智能制造股票,2021-11-12,2.084,2.084,1.12,3.32,10.44,2.96,18.34,32.49,122.89,229.75,15.52,108.4,0.15%,http://fund.eastmoney.com/002861.html
519995,hh,长信金利趋势混合,2021-11-12,0.7188,3.9977,1.1,3.62,10.38,9.77,32.55,36.17,114.99,172.78,30.51,565.03,0.15%,http://fund.eastmoney.com/519995.html
377020,hh,上投摩根内需动力混合,2021-11-12,1.6724,2.6903,-0.52,0.7,10.38,4.0,15.33,33.87,120.45,204.33,18.53,285.62,0.15%,http://fund.eastmoney.com/377020.html
005876,hh,易方达鑫转增利混合A,2021-11-12,2.1882,2.1882,1.38,4.71,10.37,7.82,33.43,40.57,106.94,118.82,31.64,118.82,0.10%,http://fund.eastmoney.com/005876.html
005877,hh,易方达鑫转增利混合C,2021-11-12,2.1474,2.1474,1.38,4.71,10.32,7.67,33.04,39.73,104.49,114.74,30.96,114.74,0.00%,http://fund.eastmoney.com/005877.html
000073,hh,上投摩根成长动力混合,2021-11-12,3.2238,3.2238,-0.56,0.72,10.31,3.9,14.45,34.57,127.51,225.31,18.51,222.38,0.15%,http://fund.eastmoney.com/000073.html
009008,hh,平安科技创新混合A,2021-11-12,2.0494,2.0494,0.16,2.75,10.31,8.63,37.75,46.93,,,26.58,104.94,0.15%,http://fund.eastmoney.com/009008.html
009009,hh,平安科技创新混合C,2021-11-12,2.022,2.022,0.16,2.73,10.24,8.41,37.2,45.76,,,25.71,102.2,0.00%,http://fund.eastmoney.com/009009.html
001449,hh,华商双驱优选混合,2021-11-12,1.867,2.057,1.25,4.07,10.21,3.61,23.72,24.55,56.5,124.13,16.61,121.01,0.15%,http://fund.eastmoney.com/001449.html
010076,hh,湘财长弘灵活配置混合A,2021-11-12,1.2969,1.2969,2.38,5.64,10.18,6.37,22.2,25.5,,,17.86,29.69,0.15%,http://fund.eastmoney.com/010076.html
001028,gp,华安物联网主题股票,2021-11-12,1.56,1.56,0.52,3.38,10.17,3.72,30.65,31.42,96.72,172.73,25.71,56.0,0.15%,http://fund.eastmoney.com/001028.html
001276,hh,建信新经济灵活配置混合,2021-11-12,1.832,1.832,-0.22,2.35,10.16,6.82,18.04,33.63,134.27,163.22,22.79,83.2,0.15%,http://fund.eastmoney.com/001276.html
010077,hh,湘财长弘灵活配置混合C,2021-11-12,1.291,1.291,2.39,5.63,10.14,6.26,21.94,24.99,,,17.44,29.1,0.00%,http://fund.eastmoney.com/010077.html
008128,gp,湘财长源股票型A,2021-11-12,1.2305,1.7227,2.07,3.84,10.14,6.84,17.08,25.55,,,20.94,80.35,0.15%,http://fund.eastmoney.com/008128.html
100022,hh,富国天瑞强势混合,2021-11-12,1.0984,6.268,0.83,2.65,10.13,4.05,22.99,35.28,138.57,201.95,21.63,2331.71,0.15%,http://fund.eastmoney.com/100022.html
160415,hh,华安量化多因子混合(LOF),2021-11-12,2.0418,1.6598,1.0,4.67,10.12,2.61,21.35,24.93,70.51,96.32,9.46,76.16,0.15%,http://fund.eastmoney.com/160415.html
167002,hh,平安鼎越混合(LOF),2021-11-12,3.1435,3.1435,0.09,2.84,10.12,8.34,73.58,91.75,193.29,285.66,64.94,214.35,0.15%,http://fund.eastmoney.com/167002.html
008129,gp,湘财长源股票型C,2021-11-12,1.2148,1.7023,2.07,3.83,10.1,6.71,16.79,24.91,,,20.42,78.08,0.00%,http://fund.eastmoney.com/008129.html
003984,gp,嘉实新能源新材料股票A,2021-11-12,3.7839,3.7839,0.4,2.62,10.07,4.66,42.31,57.62,228.29,347.38,34.19,278.39,0.15%,http://fund.eastmoney.com/003984.html
003985,gp,嘉实新能源新材料股票C,2021-11-12,3.7211,3.7211,0.4,2.61,10.02,4.53,41.96,56.84,225.02,342.99,33.61,272.11,0.00%,http://fund.eastmoney.com/003985.html
010141,gp,朱雀企业优选A,2021-11-12,1.327,1.327,0.93,2.63,10.01,3.57,17.74,26.77,,,10.81,32.7,1.50%,http://fund.eastmoney.com/010141.html
005535,hh,泰信竞争优选混合,2021-11-12,3.6528,3.6528,0.46,1.17,9.97,3.89,25.65,52.97,182.77,267.89,38.07,265.28,0.15%,http://fund.eastmoney.com/005535.html
550008,hh,信诚优胜精选混合,2021-11-12,2.363,3.542,0.81,2.43,9.95,4.44,25.01,45.3,111.41,150.92,30.44,356.88,0.15%,http://fund.eastmoney.com/550008.html
007464,gp,交银创业板50指数A,2021-11-12,2.3172,2.3172,-0.43,2.22,9.94,2.39,18.52,35.45,,,21.42,131.72,0.12%,http://fund.eastmoney.com/007464.html
160420,gp,华安创业板50指数,2021-11-12,1.7987,0.6864,-0.43,2.25,9.94,2.3,18.58,34.54,146.16,192.1,21.28,-31.36,0.12%,http://fund.eastmoney.com/160420.html
010142,gp,朱雀企业优选C,2021-11-12,1.315,1.315,0.92,2.61,9.93,3.36,17.25,25.74,,,10.05,31.5,0.00%,http://fund.eastmoney.com/010142.html
000410,hh,益民服务领先混合,2021-11-12,6.349,6.349,0.41,3.17,9.92,5.71,26.07,40.06,127.81,158.3,26.37,534.9,0.15%,http://fund.eastmoney.com/000410.html
002132,hh,广发鑫享混合,2021-11-12,3.172,3.172,1.86,4.41,9.91,6.3,32.83,43.27,207.07,309.29,32.94,217.2,0.15%,http://fund.eastmoney.com/002132.html
000598,hh,长盛生态环境混合,2021-11-12,3.327,3.327,0.54,0.33,9.91,12.47,42.24,49.33,92.09,128.03,28.85,232.7,0.15%,http://fund.eastmoney.com/000598.html
007465,gp,交银创业板50指数C,2021-11-12,2.2993,2.2993,-0.43,2.21,9.91,2.29,18.29,34.91,,,21.01,129.93,0.00%,http://fund.eastmoney.com/007465.html
377240,hh,上投摩根新兴动力混合A,2021-11-12,7.828,7.828,-0.15,2.7,9.91,5.88,31.9,52.92,170.49,278.71,35.97,682.8,0.15%,http://fund.eastmoney.com/377240.html
090009,hh,大成行业轮动混合,2021-11-12,3.732,3.732,0.84,1.33,9.86,9.03,25.91,33.1,115.97,193.63,21.44,273.2,0.15%,http://fund.eastmoney.com/090009.html
005288,gp,海富通创业板增强A,2021-11-12,2.2023,2.2023,0.35,2.4,9.8,3.12,20.18,30.34,109.24,164.89,21.91,120.23,0.15%,http://fund.eastmoney.com/005288.html
005287,gp,海富通创业板增强C,2021-11-12,2.173,2.173,0.35,2.39,9.76,3.02,19.94,29.83,107.57,162.12,21.49,117.3,0.00%,http://fund.eastmoney.com/005287.html
001468,hh,广发改革混合,2021-11-12,1.746,1.746,2.4,4.55,9.74,11.35,30.1,40.81,146.96,229.43,38.79,74.6,0.15%,http://fund.eastmoney.com/001468.html
001479,hh,中邮风格轮动灵活配置混合,2021-11-12,2.494,2.617,1.8,4.13,9.72,7.08,54.43,53.48,120.12,154.23,33.94,178.76,0.15%,http://fund.eastmoney.com/001479.html
008294,gp,朱雀企业优胜A,2021-11-12,1.7579,1.7579,0.95,2.63,9.72,2.85,16.99,30.35,,,11.68,75.79,1.50%,http://fund.eastmoney.com/008294.html
009092,hh,富国新材料新能源混合,2021-11-12,1.6751,1.6751,1.77,4.77,9.68,6.17,38.06,48.49,,,35.5,67.51,0.15%,http://fund.eastmoney.com/009092.html
080002,hh,长盛创新先锋混合A,2021-11-12,1.9301,3.1764,0.64,0.45,9.67,8.36,22.38,34.78,68.82,118.07,24.69,444.55,0.15%,http://fund.eastmoney.com/080002.html
008295,gp,朱雀企业优胜C,2021-11-12,1.7389,1.7389,0.95,2.61,9.65,2.64,16.52,29.32,,,10.92,73.89,0.00%,http://fund.eastmoney.com/008295.html
008491,hh,万家周期优势企业混合A,2021-11-12,1.3139,1.3139,1.94,6.16,9.65,9.14,29.88,30.83,,,30.76,31.39,0.15%,http://fund.eastmoney.com/008491.html
006511,hh,博道卓远混合A,2021-11-12,2.2911,2.2911,0.73,2.01,9.63,4.14,21.69,20.61,82.56,129.13,16.85,129.11,0.15%,http://fund.eastmoney.com/006511.html
001113,gp,南方大数据100A,2021-11-12,1.2604,1.2604,0.87,3.65,9.62,3.22,26.99,28.4,102.38,108.85,25.56,26.04,0.12%,http://fund.eastmoney.com/001113.html
001725,gp,汇添富高端制造股票,2021-11-12,2.827,2.827,1.11,2.84,9.62,3.93,24.59,27.06,93.23,144.76,19.69,182.7,0.15%,http://fund.eastmoney.com/001725.html
005352,hh,鹏扬景泰成长混合A,2021-11-12,2.978,2.978,-0.12,4.77,9.6,8.43,56.79,70.28,187.26,255.33,45.06,197.8,0.12%,http://fund.eastmoney.com/005352.html
008492,hh,万家周期优势企业混合C,2021-11-12,1.3072,1.3072,1.94,6.15,9.6,9.0,29.54,30.21,,,30.23,30.72,0.00%,http://fund.eastmoney.com/008492.html
001692,gp,南方国策动力,2021-11-12,2.745,2.775,0.7,2.62,9.58,4.97,24.38,32.67,105.31,202.98,19.61,181.18,0.15%,http://fund.eastmoney.com/001692.html
004344,gp,南方大数据100C,2021-11-12,1.2381,1.2381,0.86,3.64,9.58,3.11,26.74,27.88,100.76,106.38,25.14,36.61,0.00%,http://fund.eastmoney.com/004344.html
006512,hh,博道卓远混合C,2021-11-12,2.2534,2.2534,0.73,2.0,9.58,4.01,21.38,20.01,80.75,125.36,16.34,125.34,0.00%,http://fund.eastmoney.com/006512.html
005353,hh,鹏扬景泰成长混合C,2021-11-12,2.9312,2.9312,-0.12,4.77,9.57,8.33,56.48,69.59,184.94,251.08,44.57,193.12,0.00%,http://fund.eastmoney.com/005353.html
000309,gp,大摩品质生活精选股票,2021-11-12,4.241,4.241,0.74,4.95,9.56,4.2,27.74,31.26,123.56,180.49,28.4,324.1,0.15%,http://fund.eastmoney.com/000309.html
008244,hh,上银鑫卓混合,2021-11-12,1.8542,1.8542,0.59,3.14,9.52,5.53,18.18,26.89,,,18.44,85.42,0.15%,http://fund.eastmoney.com/008244.html
001070,gp,建信信息产业股票,2021-11-12,3.441,3.441,0.2,4.46,9.52,2.44,34.52,50.07,143.7,257.69,34.15,244.1,0.15%,http://fund.eastmoney.com/001070.html
166801,hh,浙商聚潮新思维混合,2021-11-12,3.485,4.748,0.55,3.35,9.52,2.8,26.91,38.4,121.77,197.56,31.46,560.22,0.15%,http://fund.eastmoney.com/166801.html
001039,gp,嘉实先进制造股票,2021-11-12,2.407,2.407,0.25,2.95,9.41,6.69,28.85,41.42,153.9,252.93,29.34,140.7,0.15%,http://fund.eastmoney.com/001039.html
001569,hh,泰信国策驱动灵活配置混合,2021-11-12,2.48,2.48,1.31,4.2,9.4,4.73,53.85,85.63,241.6,348.46,57.46,148.0,0.15%,http://fund.eastmoney.com/001569.html
007825,hh,博道志远混合A,2021-11-12,1.9465,1.9465,0.7,1.93,9.4,4.36,22.81,24.0,90.57,,19.53,94.65,1.50%,http://fund.eastmoney.com/007825.html
660005,hh,农银中小盘混合,2021-11-12,4.6676,5.0296,0.63,1.46,9.4,5.52,14.47,22.9,115.02,179.82,11.78,449.04,0.15%,http://fund.eastmoney.com/660005.html
001366,hh,金鹰产业整合混合,2021-11-12,2.009,2.009,0.7,4.09,9.36,5.57,25.02,43.5,161.25,237.65,29.36,100.9,0.15%,http://fund.eastmoney.com/001366.html
007826,hh,博道志远混合C,2021-11-12,1.9255,1.9255,0.7,1.92,9.34,4.22,22.5,23.37,88.66,,19.0,92.55,0.00%,http://fund.eastmoney.com/007826.html
290006,hh,泰信蓝筹精选混合,2021-11-12,1.7875,2.2652,0.46,1.38,9.33,3.8,25.61,49.76,94.36,121.88,39.69,170.67,0.15%,http://fund.eastmoney.com/290006.html
001538,hh,上投摩根科技前沿灵活配置混合,2021-11-12,3.3342,3.3342,0.31,2.29,9.33,4.05,16.58,28.4,142.31,265.19,12.03,233.42,0.15%,http://fund.eastmoney.com/001538.html
660003,hh,农银平衡双利混合,2021-11-12,2.7524,3.8291,0.7,2.18,9.3,6.15,19.12,28.08,110.6,169.33,17.58,438.47,0.15%,http://fund.eastmoney.com/660003.html
010155,hh,长盛核心成长混合A,2021-11-12,1.3271,1.3271,0.47,0.36,9.3,4.12,22.61,29.38,,,18.29,32.71,0.15%,http://fund.eastmoney.com/010155.html
001825,gp,建信中国制造2025,2021-11-12,2.5856,2.5856,-0.27,2.0,9.27,7.11,21.8,40.96,145.22,221.67,26.46,158.56,0.15%,http://fund.eastmoney.com/001825.html
010156,hh,长盛核心成长混合C,2021-11-12,1.3208,1.3208,0.46,0.36,9.26,4.0,22.34,28.83,,,17.85,32.08,0.00%,http://fund.eastmoney.com/010156.html
005680,hh,财通资管价值成长混合,2021-11-12,3.1851,3.1851,0.1,1.72,9.25,3.82,32.35,41.67,167.97,,31.72,218.48,0.15%,http://fund.eastmoney.com/005680.html
375010,hh,上投摩根中国优势混合,2021-11-12,2.6437,6.8445,0.03,2.44,9.24,3.65,26.22,48.81,148.97,233.84,34.24,1270.87,0.15%,http://fund.eastmoney.com/375010.html
006051,hh,鹏扬核心价值灵活配置A,2021-11-12,2.9709,2.9709,-0.13,4.74,9.21,7.03,52.89,67.28,177.71,,42.32,197.09,0.15%,http://fund.eastmoney.com/006051.html
008276,hh,财通资管价值发现混合A,2021-11-12,2.2477,2.2477,0.24,1.99,9.17,5.07,36.39,47.02,,,36.03,124.77,0.15%,http://fund.eastmoney.com/008276.html
006052,hh,鹏扬核心价值灵活配置C,2021-11-12,2.9347,2.9347,-0.13,4.73,9.17,6.92,52.59,66.61,175.53,,41.83,193.47,0.00%,http://fund.eastmoney.com/006052.html
005638,hh,农银汇理量化智慧动力混合,2021-11-12,2.275,2.275,0.78,2.87,9.17,5.0,28.0,33.05,113.78,164.78,20.63,127.5,0.15%,http://fund.eastmoney.com/005638.html
410006,hh,华富策略精选混合,2021-11-12,2.6015,2.7615,1.04,4.41,9.16,2.28,26.06,40.98,88.51,136.74,29.38,197.96,0.15%,http://fund.eastmoney.com/410006.html
005331,hh,益民优势安享混合,2021-11-12,2.3177,2.3177,0.43,2.91,9.09,4.39,24.79,40.22,126.25,148.84,25.27,131.75,0.08%,http://fund.eastmoney.com/005331.html
167001,hh,平安鼎泰混合(LOF),2021-11-12,2.268,2.268,0.12,2.06,9.07,7.32,78.04,96.5,196.47,266.1,68.64,126.8,0.15%,http://fund.eastmoney.com/167001.html
000308,hh,建信创新中国混合,2021-11-12,6.685,6.685,0.16,4.6,9.07,5.04,40.68,55.39,138.84,230.12,38.12,568.5,0.15%,http://fund.eastmoney.com/000308.html
001008,gp,工银国企改革股票,2021-11-12,2.653,2.653,0.11,4.57,8.91,3.47,17.86,34.67,120.17,179.56,15.75,165.3,0.15%,http://fund.eastmoney.com/001008.html
001707,gp,诺安高端制造股票,2021-11-12,1.9,1.9,1.06,4.11,8.88,7.28,24.75,37.18,67.7,130.86,20.18,90.0,0.15%,http://fund.eastmoney.com/001707.html
004292,gp,鹏华沪深港互联网股票,2021-11-12,2.4186,2.4186,0.09,1.15,8.83,12.06,35.31,30.14,105.12,143.74,17.66,141.86,0.15%,http://fund.eastmoney.com/004292.html
233006,hh,大摩领先优势混合,2021-11-12,3.9609,3.9609,0.38,4.4,8.8,3.61,25.71,27.14,104.93,119.92,23.95,296.09,0.15%,http://fund.eastmoney.com/233006.html
160106,hh,南方高增长混合(LOF),2021-11-12,1.7854,4.7114,1.02,5.45,8.77,3.36,18.58,25.48,107.08,145.68,19.09,1124.43,0.15%,http://fund.eastmoney.com/160106.html
008072,gp,景顺长城创业板综指增强,2021-11-12,1.7321,1.7321,0.55,2.54,8.68,3.03,27.29,35.95,,,31.38,73.21,0.15%,http://fund.eastmoney.com/008072.html
000628,gp,大成高新技术产业股票A,2021-11-12,3.763,3.763,1.26,2.65,8.6,8.79,18.78,22.02,100.27,164.07,18.71,276.3,0.15%,http://fund.eastmoney.com/000628.html
001126,gp,上投摩根卓越制造股票,2021-11-12,1.9666,2.0961,0.48,2.8,8.59,4.43,19.74,31.44,144.98,287.59,14.63,112.4,0.15%,http://fund.eastmoney.com/001126.html
000545,hh,中邮核心竞争力灵活配置混合,2021-11-12,2.012,2.012,1.36,3.55,8.58,4.41,15.17,24.04,74.2,93.09,18.35,101.2,0.15%,http://fund.eastmoney.com/000545.html
006533,hh,易方达科融混合,2021-11-12,3.1711,3.1711,1.17,2.96,8.55,4.04,48.67,72.93,189.76,,51.86,217.11,0.15%,http://fund.eastmoney.com/006533.html
009800,hh,长盛制造精选混合A,2021-11-12,1.3319,1.3319,0.61,0.42,8.51,3.34,20.39,27.93,,,14.83,33.19,0.15%,http://fund.eastmoney.com/009800.html
005933,hh,前海联合先进制造混合A,2021-11-12,1.4355,1.7355,0.58,2.16,8.48,2.35,15.21,19.52,74.43,,10.64,75.02,0.15%,http://fund.eastmoney.com/005933.html
487016,hh,工银瑞信灵活配置混合A,2021-11-12,2.8789,3.4744,1.2,3.61,8.46,2.45,17.61,32.93,119.09,184.2,20.64,247.44,0.12%,http://fund.eastmoney.com/487016.html
009801,hh,长盛制造精选混合C,2021-11-12,1.3222,1.3222,0.61,0.41,8.45,3.18,20.03,27.15,,,14.23,32.22,0.00%,http://fund.eastmoney.com/009801.html
005934,hh,前海联合先进制造混合C,2021-11-12,1.4166,1.7166,0.58,2.16,8.44,2.25,14.98,19.04,73.06,,10.26,73.03,0.00%,http://fund.eastmoney.com/005934.html
008399,gp,华泰柏瑞中证科技ETF联接A,2021-11-12,1.6253,1.6253,0.73,2.47,8.22,2.9,16.25,21.76,,,15.03,62.53,0.10%,http://fund.eastmoney.com/008399.html
003567,hh,华夏行业景气混合,2021-11-12,3.8619,3.8619,1.65,3.98,8.2,5.63,74.07,106.13,212.63,293.31,75.52,286.19,0.15%,http://fund.eastmoney.com/003567.html
001054,gp,工银新金融股票A,2021-11-12,3.496,3.496,0.49,2.28,8.2,4.42,20.51,52.86,181.26,288.88,30.84,249.6,0.15%,http://fund.eastmoney.com/001054.html
008400,gp,华泰柏瑞中证科技ETF联接C,2021-11-12,1.6183,1.6183,0.72,2.47,8.2,2.83,16.1,21.46,,,14.78,61.83,0.00%,http://fund.eastmoney.com/008400.html
001158,gp,工银新材料新能源股票,2021-11-12,1.875,1.875,0.86,3.02,8.19,2.85,31.67,56.77,172.13,233.63,35.28,87.5,0.15%,http://fund.eastmoney.com/001158.html
000136,hh,民生加银策略精选混合A,2021-11-12,5.45,5.811,-0.47,1.53,8.18,6.47,14.02,19.65,98.25,177.07,9.53,534.55,0.15%,http://fund.eastmoney.com/000136.html
009474,hh,国泰致远优势混合,2021-11-12,1.4777,1.4777,1.49,2.45,8.17,6.32,16.18,42.57,,,33.54,47.77,0.15%,http://fund.eastmoney.com/009474.html
163807,hh,中银优选灵活配置混合A,2021-11-12,2.053,3.8007,0.53,2.54,8.17,7.49,36.54,44.64,150.21,242.9,34.67,632.0,0.15%,http://fund.eastmoney.com/163807.html
519997,hh,长信银利精选混合,2021-11-12,1.413,4.1116,0.51,5.3,8.16,4.42,24.25,43.34,118.57,163.81,37.84,1031.23,0.15%,http://fund.eastmoney.com/519997.html
370027,hh,上投摩根智选30混合,2021-11-12,4.042,4.351,0.37,2.41,8.12,4.11,17.87,25.18,134.49,250.43,10.33,374.13,0.15%,http://fund.eastmoney.com/370027.html
007689,hh,国投瑞银新能源混合A,2021-11-12,3.4686,3.5386,0.57,4.84,8.11,4.48,70.74,94.0,,,65.99,269.93,0.15%,http://fund.eastmoney.com/007689.html
007690,hh,国投瑞银新能源混合C,2021-11-12,3.4412,3.5112,0.56,4.83,8.07,4.37,70.4,93.23,,,65.41,267.02,0.00%,http://fund.eastmoney.com/007690.html
004997,gp,广发高端制造股票A,2021-11-12,3.2551,3.2551,1.26,3.26,8.06,3.83,18.11,29.06,225.51,337.98,23.12,225.48,0.15%,http://fund.eastmoney.com/004997.html
009707,hh,工银新兴制造混合A,2021-11-12,1.6354,1.6354,0.23,2.11,8.06,7.46,24.68,57.01,,,30.56,63.54,0.15%,http://fund.eastmoney.com/009707.html
009708,hh,工银新兴制造混合C,2021-11-12,1.6275,1.6275,0.23,2.11,8.03,7.35,24.43,56.4,,,30.12,62.75,0.00%,http://fund.eastmoney.com/009708.html
110009,hh,易方达价值精选混合,2021-11-12,1.6719,4.0429,0.75,1.51,8.03,6.95,16.02,27.82,97.42,149.15,18.15,814.86,0.15%,http://fund.eastmoney.com/110009.html
010160,gp,广发高端制造股票C,2021-11-12,3.2411,3.2411,1.26,3.26,8.02,3.72,17.87,28.55,,,22.69,48.06,0.00%,http://fund.eastmoney.com/010160.html
001445,hh,华安国企改革主题灵活配置混合,2021-11-12,4.069,4.069,1.34,2.55,7.99,11.94,20.42,34.51,128.85,254.44,24.47,306.9,0.15%,http://fund.eastmoney.com/001445.html
003834,gp,华夏能源革新股票A,2021-11-12,4.043,4.043,-0.32,2.17,7.96,3.43,51.03,101.55,322.91,387.7,49.57,304.3,0.15%,http://fund.eastmoney.com/003834.html
540008,gp,汇丰晋信低碳先锋股票A,2021-11-12,4.5367,4.6367,-0.45,2.7,7.96,4.66,42.19,88.65,327.75,362.13,44.02,394.73,0.15%,http://fund.eastmoney.com/540008.html
